crop_path,source_img,x1_norm,y1_norm,x2_norm,y2_norm,x1_px,y1_px,x2_px,y2_px,score,crop_w,crop_h
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall021_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall021.jpg,0.088032,0.363766,0.834201,0.81668,16,100,152,224,0.632,150,137
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall022_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall022.jpg,0.159285,0.273362,0.672966,1.0,43,50,185,183,0.7019,156,140
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall023_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall023.jpg,0.133143,0.535203,0.743221,0.8272,36,97,204,151,0.6681,184,59
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall024_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall024.jpg,0.041524,0.328908,0.739231,0.618497,11,60,203,113,0.6886,211,58
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall025_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall025.jpg,0.045525,0.072374,0.625994,0.819398,12,13,172,149,0.71,176,150
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall026_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall026.jpg,0.131052,0.229165,0.806256,0.612756,34,43,213,116,0.715,197,81
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall027_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall027.jpg,0.436635,0.126442,0.892449,0.544506,116,23,238,102,0.6229,134,87
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall028_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall028.jpg,0.103764,0.213755,0.76733,0.875975,17,59,132,245,0.9028,126,204
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall029_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall029.jpg,0.141145,0.108929,0.931061,0.82862,37,20,246,157,0.5964,231,151
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall030_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall030.jpg,0.148412,0.0,0.79735,0.707916,40,0,216,131,0.6526,193,138
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall031_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall031.jpg,0.055384,0.26768,0.655314,0.900865,14,50,173,171,0.7126,175,133
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall032_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall032.jpg,0.300907,0.572725,0.987925,0.920494,82,104,271,168,0.7104,202,70
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall033_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall033.jpg,0.113422,0.002581,0.743602,0.958642,32,0,215,166,0.7317,201,174
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall034_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall034.jpg,0.060164,0.299914,1.0,0.93508,11,82,183,257,0.8582,181,192
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall035_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall035.jpg,0.057544,0.36227,0.889075,0.840509,17,59,274,137,0.6282,283,85
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall036_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall036.jpg,0.172026,0.206693,1.0,0.827956,47,37,275,151,0.8058,240,125
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall037_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall037.jpg,0.14495,0.114059,0.943961,0.579281,32,25,212,130,0.6029,198,115
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall038_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall038.jpg,0.216218,0.249906,0.548684,0.783816,64,41,164,131,0.7853,110,99
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall039_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall039.jpg,0.153555,0.185714,0.668526,0.843854,40,35,175,162,0.6338,148,139
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall040_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall040.jpg,0.249072,0.086578,0.965384,0.783671,58,18,226,167,0.7589,185,164
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall041_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall041.jpg,0.052113,0.258983,0.876332,0.795729,13,49,229,152,0.7379,238,113
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall042_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall042.jpg,0.163633,0.192816,0.946468,0.882402,28,54,167,251,0.7643,152,216
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall043_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall043.jpg,0.17012,0.088561,0.852282,0.858938,44,17,223,164,0.7789,197,163
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall044_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall044.jpg,0.13632,0.116954,0.829219,0.611153,35,22,217,117,0.6704,200,105
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall045_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall045.jpg,0.080952,0.235121,0.941297,0.960449,22,43,259,175,0.6842,261,146
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall045_person01.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall045.jpg,0.023496,0.0,0.207444,0.396487,6,0,57,72,0.6057,56,76
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall046_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall046.jpg,0.072073,0.276454,0.86328,0.874492,19,50,237,160,0.6254,240,120
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall047_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall047.jpg,0.074277,0.109042,0.713361,0.905054,19,20,186,173,0.8019,184,168
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall048_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall048.jpg,0.0,0.142697,0.87153,0.825813,0,27,225,160,0.5555,237,145
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall049_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall049.jpg,0.156836,0.120318,0.956818,0.828686,31,30,192,208,0.8124,177,195
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall050_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall050.jpg,0.322234,0.141153,1.0,0.899893,88,25,275,164,0.7975,196,153
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall051_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall051.jpg,0.0,0.436622,0.790294,1.0,0,120,144,275,0.7028,151,163
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall052_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall052.jpg,0.037282,0.170905,0.774969,0.662712,9,32,205,125,0.7474,215,103
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall053_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall053.jpg,0.20676,0.390923,0.85072,0.900023,53,75,220,174,0.5557,183,109
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall054_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall054.jpg,0.091999,0.18973,0.777251,0.960079,25,34,214,175,0.6598,208,155
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall055_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall055.jpg,0.10589,0.314702,0.824907,0.77844,28,59,219,147,0.7789,210,96
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall056_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall056.jpg,0.036556,0.122496,0.763904,0.793918,9,23,202,150,0.6954,212,141
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall056_person01.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall056.jpg,0.595782,0.0,0.826977,0.284655,157,0,219,54,0.5961,68,56
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall057_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall057.jpg,0.0,0.367039,1.0,0.98684,0,61,302,164,0.5768,302,111
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall058_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall058.jpg,0.006827,0.389684,1.0,0.947456,1,91,213,223,0.6923,213,145
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall059_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall059.jpg,0.027946,0.129459,1.0,0.815529,7,24,265,154,0.6447,265,143
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall060_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall060.jpg,0.085283,0.091848,0.968799,0.913242,21,18,245,181,0.68,243,179
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall061_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall061.jpg,0.08138,0.064038,0.957723,0.837818,24,10,284,142,0.606,286,145
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall062_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall062.jpg,0.129874,0.180959,0.973952,0.925167,34,34,258,175,0.7341,242,155
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall063_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall063.jpg,0.0,0.23149,0.874066,0.696554,0,43,232,132,0.712,244,97
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall064_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall064.jpg,0.172593,0.137212,0.885788,0.722622,30,39,156,205,0.7062,139,184
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall065_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall065.jpg,0.155965,0.31565,0.750675,0.931478,41,59,198,176,0.8122,173,128
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall065_person01.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall065.jpg,0.577848,0.0,0.729967,0.309491,153,0,193,58,0.6821,44,61
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall065_person02.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall065.jpg,0.203947,0.0,0.365307,0.295154,54,0,96,56,0.6472,47,58
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall066_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall066.jpg,0.173209,0.100508,0.876687,0.73946,45,19,229,141,0.6862,202,135
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall067_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall067.jpg,0.13896,0.19773,0.915755,0.857572,38,36,251,156,0.7336,235,132
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall068_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall068.jpg,0.200278,0.0,0.908299,0.695661,53,0,240,132,0.643,207,138
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall069_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall069.jpg,0.332754,0.0,0.538949,0.180902,88,0,142,34,0.7513,60,36
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall069_person01.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall069.jpg,0.0,0.0,0.150782,0.154552,0,0,39,29,0.7488,41,30
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall070_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall070.jpg,0.335909,0.052732,0.980875,0.878319,86,10,252,172,0.7628,179,178
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall071_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall071.jpg,0.289445,0.046283,0.988345,0.672142,76,8,261,127,0.7664,198,131
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall072_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall072.jpg,0.021336,0.050617,0.999055,0.781473,4,12,200,196,0.7198,201,202
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall073_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall073.jpg,0.256567,0.344884,0.664812,0.663817,74,60,192,116,0.6922,130,61
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall074_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall074.jpg,0.020215,0.035125,0.952147,1.0,24,28,1142,800,0.6646,1198,800
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall075_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall075.jpg,0.071065,0.14611,0.710165,0.800511,92,139,923,765,0.7282,914,688
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall076_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall076.jpg,0.018995,0.062772,0.879198,1.0,11,25,527,400,0.6437,553,394
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall077_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall077.jpg,0.147821,0.293579,0.762426,0.757624,192,281,991,725,0.6397,879,489
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall078_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall078.jpg,0.056756,0.023373,0.891981,0.803474,15,4,236,152,0.7401,244,160
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall079_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall079.jpg,0.189228,0.898229,0.50362,1.0,151,478,402,533,0.6146,277,57
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall079_person01.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall079.jpg,0.068996,0.105098,0.905498,1.0,55,56,724,533,0.5759,736,501
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall080_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall080.jpg,0.087628,0.240113,0.66129,0.606838,34,67,257,169,0.6766,247,113
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall081_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall081.jpg,0.452535,0.105327,0.985307,0.846886,588,100,1280,810,0.7278,747,780
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall082_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall082.jpg,0.226699,0.120423,0.922127,0.845828,88,33,359,236,0.7453,299,223
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall083_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall083.jpg,0.412905,0.011533,0.564743,0.3622,106,2,146,70,0.6884,44,73
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall083_person01.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall083.jpg,0.096273,0.530964,0.55636,1.0,24,103,144,194,0.6102,132,96
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall083_person02.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall083.jpg,0.30191,0.0,0.439183,0.348696,78,0,113,67,0.5665,39,71
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall084_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall084.jpg,0.081513,0.143211,0.806274,0.948841,65,76,645,506,0.7904,638,474
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall085_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall085.jpg,0.035146,0.049538,0.964997,0.982502,21,16,578,327,0.6576,600,333
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall086_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall086.jpg,0.299774,0.430479,0.949372,0.746901,116,120,370,209,0.7081,278,97
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall087_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall087.jpg,0.133465,0.234839,0.86322,0.852216,173,232,1122,842,0.6241,1043,672
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall088_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall088.jpg,0.143884,0.047386,0.894268,0.953636,88,20,547,404,0.821,505,423
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall089_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall089.jpg,0.08138,0.064038,0.957723,0.837818,24,10,284,142,0.606,286,145
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall090_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall090.jpg,0.0,0.183236,0.792928,1.0,0,74,485,408,0.8061,509,350
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall091_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall091.jpg,0.171826,0.212755,0.853036,0.687919,137,113,682,366,0.7838,599,279
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall092_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall092.jpg,0.15123,0.106742,1.0,0.492685,92,43,611,201,0.7249,546,173
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall093_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall093.jpg,0.350049,0.393254,1.0,0.89232,148,240,424,546,0.6181,290,336
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall095_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall095.jpg,0.0,0.151309,0.936302,0.804254,0,27,257,147,0.6753,270,132
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall096_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall096.jpg,0.095031,0.265339,0.826979,0.840774,26,48,227,153,0.6496,221,116
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall097_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall097.jpg,0.048194,0.419114,0.981887,0.96358,13,76,270,176,0.6598,275,110
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall098_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall098.jpg,0.190322,0.250889,0.902772,0.904227,34,68,165,248,0.8184,143,197
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall099_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall099.jpg,0.066256,0.299378,0.963834,0.957666,17,55,261,178,0.6768,266,135
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall100_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall100.jpg,0.267354,0.068771,0.810657,0.983941,160,30,486,442,0.7185,358,440
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall101_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall101.jpg,0.146169,0.312432,0.789946,0.97193,93,109,505,342,0.7249,454,254
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall102_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall102.jpg,0.134993,0.842026,0.647487,0.99756,86,404,414,478,0.6608,361,80
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall103_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall103.jpg,0.225276,0.294121,0.893057,0.893727,144,103,571,314,0.6984,470,233
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall103_person01.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall103.jpg,0.805053,0.0,1.0,0.523446,515,0,640,184,0.6198,132,193
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall104_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall104.jpg,0.273541,0.122434,0.814457,0.778214,175,43,521,273,0.6346,381,254
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall105_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall105.jpg,0.143346,0.515823,0.93617,0.98742,91,181,599,347,0.8093,558,179
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall106_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall106.jpg,0.157547,0.490802,0.506545,0.934902,100,172,324,329,0.7827,246,172
/content/drive/MyDrive/mobilenetv3_step2/person_crops/train/fall107_person00.jpg,/content/drive/MyDrive/mobilenetv3_step2/fall_dataset/train/images/fall107.jpg,0.03051,0.593917,0.927977,1.0,19,209,593,352,0.7423,622,151
